OMC_FLYWHEEL_TABLE,OMC_FLYWHEEL_COLUMN,FUNCTION_DESCRIPTION,OPUS_COLUMN,ELEMENT_NUMBER
MIACS_02,miacs_08_025,Workers 16+ Not Working at Home - % 60+ Minutes,MIACS_08_025,miACS_08_025
MIACS_02,miacs_08_026,Households - % No Vehicle,MIACS_08_026,miACS_08_026
MIACS_02,miacs_08_027,Households - % 1 Vehicle,MIACS_08_027,miACS_08_027
MIACS_02,miacs_08_028,Households - % 1+ Vehicles,MIACS_08_028,miACS_08_028
MIACS_02,miacs_08_029,Households - % 2 Vehicles,MIACS_08_029,miACS_08_029
MIACS_02,miacs_08_030,Households - % 2+ Vehicles,MIACS_08_030,miACS_08_030
MIACS_02,miacs_08_032,Households - % Householder 15-34 & 1+ Vehicle,MIACS_08_032,miACS_08_032
MIACS_02,miacs_08_033,Households - % Householder 35-64 & 1+ Vehicle,MIACS_08_033,miACS_08_033
MIACS_02,miacs_08_034,Households - % Householder 65+ & 1+ Vehicle,MIACS_08_034,miACS_08_034
MIACS_02_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_02_A,miacs_08_035,Owner-Occupied Households - Average Vehicles Available,MIACS_08_035,miACS_08_035
MIACS_02_A,miacs_08_036,Owner-Occupied Households - Median Vehicles Available,MIACS_08_036,miACS_08_036
MIACS_02_A,miacs_08_037,Renter-Occupied Households - Average Vehicles Available,MIACS_08_037,miACS_08_037
MIACS_02_A,miacs_08_038,Renter-Occupied Households - Median Vehicles Available,MIACS_08_038,miACS_08_038
MIACS_02_A,miacs_09_001,Total Population - % Households,MIACS_09_001,miACS_09_001
MIACS_02_A,miacs_09_002,Total Population - % Group Quarters,MIACS_09_002,miACS_09_002
MIACS_02_A,miacs_09_003,Total Population - % Family Households,MIACS_09_003,miACS_09_003
MIACS_02_A,miacs_09_004,Total Population - % Not Family Households,MIACS_09_004,miACS_09_004
MIACS_02_A,miacs_10_001,Population 30+ - % Grandparents Responsible for Own Grandchildren (Tract level),MIACS_10_001,miACS_10_001
MIACS_02_A,miacs_10_002,Households - % Grandparents Responsible for Own Grandchildren (Tract level),MIACS_10_002,miACS_10_002
MIACS_02_A,miacs_11_001,Households - % Male Householder (Tract level),MIACS_11_001,miACS_11_001
MIACS_02_A,miacs_11_002,Households - % Female Householder (Tract level),MIACS_11_002,miACS_11_002
MIACS_02_A,miacs_11_004,Households - % No Children,MIACS_11_004,miACS_11_004
MIACS_02_A,miacs_11_005,Households - % With Own Children,MIACS_11_005,miACS_11_005
MIACS_02_A,miacs_11_006,Households - % Married Couples with Own Children,MIACS_11_006,miACS_11_006
MIACS_02_A,miacs_11_008,Households - % Single Male Householder with Own Children,MIACS_11_008,miACS_11_008
MIACS_02_A,miacs_11_009,Households - % Single Female Householder with Own Children,MIACS_11_009,miACS_11_009
MIACS_02_A,miacs_11_010,Households - % With Related Children,MIACS_11_010,miACS_11_010
MIACS_02_A,miacs_11_011,Households - % Married Couples with Related Children,MIACS_11_011,miACS_11_011
MIACS_02_A,miacs_11_012,Households - % Married Couples with No Related Children,MIACS_11_012,miACS_11_012
MIACS_02_A,miacs_11_013,Households - % Single Householder with Related Children,MIACS_11_013,miACS_11_013
MIACS_02_A,miacs_11_014,Households - % Single Householder with No Related Children,MIACS_11_014,miACS_11_014
MIACS_02_A,miacs_11_015,Households - % Single-Male Householder with Related Children,MIACS_11_015,miACS_11_015
MIACS_02_A,miacs_11_016,Households - % Single-Female Householder with Related Children,MIACS_11_016,miACS_11_016
MIACS_02_A,miacs_11_017,Households - % Person Age 65+,MIACS_11_017,miACS_11_017
MIACS_02_A,miacs_11_018,Households - % Person Age 65+ Living Alone,MIACS_11_018,miACS_11_018
MIACS_02_A,miacs_11_019,Households - % Householder 15-24,MIACS_11_019,miACS_11_019
MIACS_02_A,miacs_11_020,Households - % Householder 25-34,MIACS_11_020,miACS_11_020
MIACS_02_A,miacs_11_021,Households - % Householder 35-44,MIACS_11_021,miACS_11_021
MIACS_02_A,miacs_11_022,Households - % Householder 45-54,MIACS_11_022,miACS_11_022
MIACS_02_A,miacs_11_023,Households - % Householder 55-64,MIACS_11_023,miACS_11_023
MIACS_02_A,miacs_11_024,Households - % Householder 65-74,MIACS_11_024,miACS_11_024
MIACS_02_A,miacs_11_025,Households - % Householder 75-84,MIACS_11_025,miACS_11_025
MIACS_02_A,miacs_11_026,Households - % Householder 85+,MIACS_11_026,miACS_11_026
MIACS_02_A,miacs_11_027,Households - % Householder 65+,MIACS_11_027,miACS_11_027
MIACS_02_A,miacs_11_037,Households - % Families,MIACS_11_037,miACS_11_037
MIACS_02_A,miacs_11_038,Households - % Not Families,MIACS_11_038,miACS_11_038
MIACS_02_A,miacs_11_039,2+ Person Households - % Not Families,MIACS_11_039,miACS_11_039
MIACS_02_A,miacs_11_040,Households - % Married Householder,MIACS_11_040,miACS_11_040
MIACS_02_A,miacs_11_041,Households - % Single Householder,MIACS_11_041,miACS_11_041
MIACS_02_A,miacs_11_042,Households - % Single Male Householder,MIACS_11_042,miACS_11_042
MIACS_02_A,miacs_11_043,Households - % Single Female Householder,MIACS_11_043,miACS_11_043
MIACS_02_A,miacs_11_044,Households - Average Size,MIACS_11_044,miACS_11_044
MIACS_02_A,miacs_11_045,Households - Median Persons per Household,MIACS_11_045,miACS_11_045
MIACS_02_A,miacs_11_046,Families - Average Size,MIACS_11_046,miACS_11_046
MIACS_02_A,miacs_11_050,Households - % 3+ Person,MIACS_11_050,miACS_11_050
MIACS_02_A,miacs_11_053,Households - % 5-Person,MIACS_11_053,miACS_11_053
MIACS_02_A,miacs_11_054,Households - % 5+ Person,MIACS_11_054,miACS_11_054
MIACS_02_A,miacs_11_055,Households - % 6+ Person,MIACS_11_055,miACS_11_055
MIACS_02_A,miacs_12_001,Population 15+ - % Never Married,MIACS_12_001,miACS_12_001
MIACS_02_A,miacs_12_002,Population 15+ - % Married,MIACS_12_002,miACS_12_002
MIACS_02_A,miacs_12_003,Population 15+ - % Separated or Divorced,MIACS_12_003,miACS_12_003
MIACS_02_A,miacs_12_004,Population 15+ - % Widowed,MIACS_12_004,miACS_12_004
MIACS_02_A,miacs_13_001,Women 15-50 - % Gave Birth in Past 12 Months (Tract level),MIACS_13_001,miACS_13_001
MIACS_02_A,miacs_14_001,Population 3+ - % In Public Schools,MIACS_14_001,miACS_14_001
MIACS_02_A,miacs_14_002,Population 3+ - % In Private Schools,MIACS_14_002,miACS_14_002
MIACS_02_A,miacs_14_003,Population 3+ - % Not Enrolled,MIACS_14_003,miACS_14_003
MIACS_02_A,miacs_14_004,Children in Elementary or High School - % In Public School,MIACS_14_004,miACS_14_004
MIACS_02_A,miacs_14_005,Children in Elementary or High School - % In Private School,MIACS_14_005,miACS_14_005
MIACS_02_A,miacs_14_006,Population 3+ - % In Preschool,MIACS_14_006,miACS_14_006
MIACS_02_A,miacs_14_007,Population 3+ - % In Elementary Or High School,MIACS_14_007,miACS_14_007
MIACS_02_A,miacs_14_008,Population 3+ - % In College,MIACS_14_008,miACS_14_008
MIACS_02_A,miacs_16_006,"Population 5+ - % Speaking English ""Only,"" ""Very Well,"" or ""Well""",MIACS_16_006,miACS_16_006
MIACS_02_A,miacs_16_007,"Population 5+ - % Speaking English ""Not Well"" or ""Not At All""",MIACS_16_007,miACS_16_007
MIACS_02_A,miacs_16_008,Households - % Linguistically Isolated,MIACS_16_008,miACS_16_008
MIACS_02_A,miacs_17_001,Total Population - % Below Poverty Level (Tract level),MIACS_17_001,miACS_17_001
MIACS_02_A,miacs_17_003,Population <18 - % Below Poverty Level (Tract level),MIACS_17_003,miACS_17_003
MIACS_02_A,miacs_18_001,Civilian Non-Institutional Population - % With Disability (Tract level),MIACS_18_001,miACS_18_001
MIACS_02_A,miacs_18_002,Civilian Non-Institutional Population <18 - % With Disability (Tract level),MIACS_18_002,miACS_18_002
MIACS_02_A,miacs_18_003,Civilian Non-Institutional Population 18-64 - % With Disability (Tract level),MIACS_18_003,miACS_18_003
MIACS_02_A,miacs_18_004,Civilian Non-Institutional Population 65+ - % With Disability (Tract level),MIACS_18_004,miACS_18_004
MIACS_02_A,miacs_19_001,Total Population - Per Capita Income (in hundreds of $US),MIACS_19_001,miACS_19_001
MIACS_02_A,miacs_19_002,Households - Average Income (in hundreds of $US),MIACS_19_002,miACS_19_002
MIACS_02_A,miacs_19_004,"Households - % < $10,000",MIACS_19_004,miACS_19_004
MIACS_02_A,miacs_19_005,"Households - % $10,000 - $14,999",MIACS_19_005,miACS_19_005
MIACS_02_A,miacs_19_006,"Households - % < $15,000",MIACS_19_006,miACS_19_006
MIACS_02_A,miacs_19_007,"Households - % $15,000 - $19,999",MIACS_19_007,miACS_19_007
MIACS_02_A,miacs_19_008,"Households - % $20,000 - $24,999",MIACS_19_008,miACS_19_008
MIACS_02_A,miacs_19_009,"Households - % $15,000 - $24,999",MIACS_19_009,miACS_19_009
MIACS_02_A,miacs_19_010,"Households - % $25,000 - $29,999",MIACS_19_010,miACS_19_010
MIACS_02_A,miacs_19_011,"Households - % $30,000 - $34,999",MIACS_19_011,miACS_19_011
MIACS_02_A,miacs_19_012,"Households - % $25,000 - $34,999",MIACS_19_012,miACS_19_012
MIACS_02_A,miacs_19_013,"Households - % $35,000 - $39,999",MIACS_19_013,miACS_19_013
MIACS_02_A,miacs_19_014,"Households - % $40,000 - $44,999",MIACS_19_014,miACS_19_014
MIACS_02_A,miacs_19_015,"Households - % $45,000 - $49,999",MIACS_19_015,miACS_19_015
MIACS_02_A,miacs_19_016,"Households - % $35,000 - $49,999",MIACS_19_016,miACS_19_016
MIACS_02_A,miacs_19_017,"Households - % $50,000 - $59,999",MIACS_19_017,miACS_19_017
MIACS_02_A,miacs_19_018,"Households - % $60,000 - $74,999",MIACS_19_018,miACS_19_018
MIACS_02_A,miacs_19_019,"Households - % $50,000 - $74,999",MIACS_19_019,miACS_19_019
MIACS_02_A,miacs_19_020,"Households - % $75,000 - $99,999",MIACS_19_020,miACS_19_020
MIACS_02_A,miacs_19_021,"Households - % $100,000 - $124,999",MIACS_19_021,miACS_19_021
MIACS_02_A,miacs_19_022,"Households - % $125,000 - $149,999",MIACS_19_022,miACS_19_022
MIACS_02_A,miacs_19_023,"Households - % $150,000 - $199,999",MIACS_19_023,miACS_19_023
MIACS_02_A,miacs_19_024,"Households - % $150,000+",MIACS_19_024,miACS_19_024
MIACS_02_A,miacs_19_025,"Households - % $200,000+",MIACS_19_025,miACS_19_025
MIACS_02_A,miacs_19_026,Householder <25 - Median Income (in hundreds of $US),MIACS_19_026,miACS_19_026
MIACS_02_A,miacs_19_027,Householder 25-44 - Median Income (in hundreds of $US),MIACS_19_027,miACS_19_027
MIACS_02_A,miacs_19_028,Householder 45-64 - Median Income (in hundreds of $US),MIACS_19_028,miACS_19_028
MIACS_02_A,miacs_19_029,Householder 65+ - Median Income (in hundreds of $US),MIACS_19_029,miACS_19_029
MIACS_02_B,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_02_B,miacs_arealatitude,Area Latitude,MIACS_AREALATITUDE,miACS_AreaLatitude
MIACS_02_B,miacs_arealongitude,Area Longitude,MIACS_AREALONGITUDE,miACS_AreaLongitude
MIACS_02_B,miacs_matchcode,Market Indices ACS Match Code,MIACS_MATCHCODE,miACS_MatchCode
MIACS_03,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_03,miacs_19_030,Population of Hispanic Origin - Per Capita Income (in hundreds of $US),MIACS_19_030,miACS_19_030
MIACS_03,miacs_19_031,Households with Hispanic Householder - Median Income (in hundreds of $US) (Tract Level),MIACS_19_031,miACS_19_031
MIACS_03,miacs_19_032,Households - Average Wage or Salary Income (in hundreds of $US),MIACS_19_032,miACS_19_032
MIACS_03,miacs_19_036,Households - Average Supplemental Security Income (in hundreds of $US),MIACS_19_036,miACS_19_036
MIACS_03,miacs_19_037,Households - Average Public Assistance Income (in hundreds of $US),MIACS_19_037,miACS_19_037
MIACS_03,miacs_19_039,Households - Average Other Income (in hundreds of $US),MIACS_19_039,miACS_19_039
MIACS_03,miacs_19_040,Households - % With Wage Income,MIACS_19_040,miACS_19_040
MIACS_03,miacs_19_041,Households - % With Self-Employment Income,MIACS_19_041,miACS_19_041
MIACS_03,miacs_19_044,Households - % With Supplemental Security Income,MIACS_19_044,miACS_19_044
MIACS_03,miacs_19_045,Households - % With Public Assistance Income,MIACS_19_045,miACS_19_045
MIACS_03,miacs_19_046,Households - % With Retirement Income,MIACS_19_046,miACS_19_046
MIACS_03,miacs_19_047,Households - % With Other Income,MIACS_19_047,miACS_19_047
MIACS_03,miacs_19_049,Families - Median Income (in hundreds of $US),MIACS_19_049,miACS_19_049
MIACS_03,miacs_19_050,"Families - % < $10,000",MIACS_19_050,miACS_19_050
MIACS_03,miacs_19_051,"Families - % $10,000 - $14,999",MIACS_19_051,miACS_19_051
MIACS_03,miacs_19_052,"Families - % < $15,000",MIACS_19_052,miACS_19_052
MIACS_03,miacs_19_053,"Families - % $15,000 - $19,999",MIACS_19_053,miACS_19_053
MIACS_03,miacs_19_054,"Families - % $20,000 - $24,999",MIACS_19_054,miACS_19_054
MIACS_03,miacs_19_055,"Families - % $15,000 - $24,999",MIACS_19_055,miACS_19_055
MIACS_03,miacs_19_056,"Families - % $25,000 - $29,999",MIACS_19_056,miACS_19_056
MIACS_03,miacs_19_057,"Families - % $30,000 - $34,999",MIACS_19_057,miACS_19_057
MIACS_03,miacs_19_058,"Families - % $25,000 - $34,999",MIACS_19_058,miACS_19_058
MIACS_03,miacs_19_059,"Families - % $35,000 - $39,999",MIACS_19_059,miACS_19_059
MIACS_03,miacs_19_060,"Families - % $40,000 - $44,999",MIACS_19_060,miACS_19_060
MIACS_03,miacs_19_061,"Families - % $45,000 - $49,999",MIACS_19_061,miACS_19_061
MIACS_03,miacs_19_062,"Families - % $35,000 - $49,999",MIACS_19_062,miACS_19_062
MIACS_03,miacs_19_063,"Families - % $50,000 - $59,999",MIACS_19_063,miACS_19_063
MIACS_03,miacs_19_064,"Families - % $60,000 - $74,999",MIACS_19_064,miACS_19_064
MIACS_03,miacs_19_065,"Families - % $50,000 - $74,999",MIACS_19_065,miACS_19_065
MIACS_03,miacs_19_066,"Families - % $75,000 - $99,999",MIACS_19_066,miACS_19_066
MIACS_03,miacs_19_067,"Families - % $100,000 - $124,999",MIACS_19_067,miACS_19_067
MIACS_03,miacs_19_068,"Families - % $125,000 - $149,999",MIACS_19_068,miACS_19_068
MIACS_03,miacs_19_069,"Families - % $150,000 - $199,999",MIACS_19_069,miACS_19_069
MIACS_03,miacs_19_070,"Families - % $150,000+",MIACS_19_070,miACS_19_070
MIACS_03,miacs_19_071,"Families - % $200,000+",MIACS_19_071,miACS_19_071
MIACS_03,miacs_21_001,Civilians 18+ - % Veterans,MIACS_21_001,miACS_21_001
MIACS_03,miacs_21_002,Male Civilians 18+ - % Veterans,MIACS_21_002,miACS_21_002
MIACS_03,miacs_21_003,Female Civilians 18+ - % Veterans,MIACS_21_003,miACS_21_003
MIACS_03,miacs_21_004,Civilian Veterans 18+ - % After Sept 2001 Only,MIACS_21_004,miACS_21_004
MIACS_03,miacs_21_005,Civilian Veterans 18+ - % During First Gulf War Era,MIACS_21_005,miACS_21_005
MIACS_03,miacs_21_006,Civilian Veterans 18+ - % During Vietnam War Era,MIACS_21_006,miACS_21_006
MIACS_03,miacs_21_007,Civilian Veterans 18+ - % During Korean War Era,MIACS_21_007,miACS_21_007
MIACS_03,miacs_21_008,Civilian Veterans 18+ - % During WWII Era,MIACS_21_008,miACS_21_008
MIACS_03,miacs_22_001,Households - % Food Stamps Last 12 Months (Tract level),MIACS_22_001,miACS_22_001
MIACS_03,miacs_23_001,Population 16+ - % In Labor Force (Tract Level),MIACS_23_001,miACS_23_001
MIACS_03,miacs_23_002,Male Population 16+ - % In Labor Force (Tract Level),MIACS_23_002,miACS_23_002
MIACS_03,miacs_23_003,Female Population 16+ - % In Labor Force (Tract Level),MIACS_23_003,miACS_23_003
MIACS_03,miacs_23_004,Population 16+ - % Employed (Tract Level),MIACS_23_004,miACS_23_004
MIACS_03,miacs_23_005,Male Population 16+ - % Employed (Tract Level),MIACS_23_005,miACS_23_005
MIACS_03,miacs_23_006,Female Population 16+ - % Employed (Tract Level),MIACS_23_006,miACS_23_006
MIACS_03,miacs_23_007,Female Population 20-64 with Own Children - % Employed,MIACS_23_007,miACS_23_007
MIACS_03,miacs_23_008,Population 16+ - % Active Military Duty (Tract Level),MIACS_23_008,miACS_23_008
MIACS_03,miacs_23_009,Male Population 16+ - % Active Military Duty (Tract Level),MIACS_23_009,miACS_23_009
MIACS_03,miacs_23_010,Female Population 16+ - % Active Military Duty (Tract Level),MIACS_23_010,miACS_23_010
MIACS_03,miacs_23_011,Own Children - % Both Parents in Labor Force,MIACS_23_011,miACS_23_011
MIACS_03,miacs_23_012,Own Children - % Single Father in Labor Force,MIACS_23_012,miACS_23_012
MIACS_03,miacs_23_013,Own Children - % Single Mother in Labor Force,MIACS_23_013,miACS_23_013
MIACS_03,miacs_23_014,Own Children - % No Parent in Labor Force,MIACS_23_014,miACS_23_014
MIACS_03,miacs_23_015,Families with Own Children - % Married-Couples with Both in Labor Force,MIACS_23_015,miACS_23_015
MIACS_03,miacs_23_016,Families with Own Children - % Single Father in Labor Force,MIACS_23_016,miACS_23_016
MIACS_03,miacs_23_017,Families with Own Children - % Single Mother in Labor Force,MIACS_23_017,miACS_23_017
MIACS_03,miacs_23_018,Families with Own Children - % No Adult in Labor Force,MIACS_23_018,miACS_23_018
MIACS_03,miacs_24_001,Employed Population 16+ - % Agriculture,MIACS_24_001,miACS_24_001
MIACS_03,miacs_24_002,Employed Population 16+ - % Mining,MIACS_24_002,miACS_24_002
MIACS_03,miacs_24_003,Employed Population 16+ - % Construction,MIACS_24_003,miACS_24_003
MIACS_03,miacs_24_004,Employed Population 16+ - % Manufacturing,MIACS_24_004,miACS_24_004
MIACS_03,miacs_24_005,Employed Population 16+ - % Wholesale Trade,MIACS_24_005,miACS_24_005
MIACS_03,miacs_24_006,Employed Population 16+ - % Retail,MIACS_24_006,miACS_24_006
MIACS_03,miacs_24_007,Employed Population 16+ - % Transportation/Warehousing,MIACS_24_007,miACS_24_007
MIACS_03,miacs_24_008,Employed Population 16+ - % Utilities,MIACS_24_008,miACS_24_008
MIACS_03,miacs_24_009,Employed Population 16+ - % Information/Communications,MIACS_24_009,miACS_24_009
MIACS_03,miacs_24_010,"Employed Population 16+ - % Finance, Insurance, Real Estate",MIACS_24_010,miACS_24_010
MIACS_03,miacs_24_012,Employed Population 16+ - % Educational Services,MIACS_24_012,miACS_24_012
MIACS_03,miacs_24_013,Employed Population 16+ - % Health & Social Assistance,MIACS_24_013,miACS_24_013
MIACS_03,miacs_24_014,"Employed Population 16+ - % Arts, Entertainment, Recreation",MIACS_24_014,miACS_24_014
MIACS_03,miacs_24_015,Employed Population 16+ - % Accommodation & Food Services,MIACS_24_015,miACS_24_015
MIACS_03,miacs_24_016,Employed Population 16+ - % Other Services,MIACS_24_016,miACS_24_016
MIACS_03,miacs_24_017,Employed Population 16+ - % Public Administration,MIACS_24_017,miACS_24_017
MIACS_03_A,customer_user_id,Customer User ID,CUSTOMER_USER_ID,CUSTOMER_BASE_ID
MIACS_03_A,miacs_24_018,Employed Civilian Population 16+ - % Management/Business/Financial Operations,MIACS_24_018,miACS_24_018
MIACS_03_A,miacs_24_019,Employed Civilian Population 16+ - % Professional & Related Occupations,MIACS_24_019,miACS_24_019
MIACS_03_A,miacs_24_020,Employed Civilian Population 16+ - % Healthcare Support,MIACS_24_020,miACS_24_020
MIACS_03_A,miacs_24_021,Employed Civilian Population 16+ - % Protective Service,MIACS_24_021,miACS_24_021
MIACS_03_A,miacs_24_022,Employed Civilian Population 16+ - % Food Preparation & Serving,MIACS_24_022,miACS_24_022
MIACS_03_A,miacs_24_023,Employed Civilian Population 16+ - % Building/Grounds Cleaning & Maintenance,MIACS_24_023,miACS_24_023
MIACS_03_A,miacs_24_024,Employed Civilian Population 16+ - % Personal Care,MIACS_24_024,miACS_24_024
MIACS_03_A,miacs_24_025,Employed Civilian Population 16+ - % Sales & Related Occupations,MIACS_24_025,miACS_24_025
MIACS_03_A,miacs_24_026,Employed Civilian Population 16+ - % Office/Administrative Support,MIACS_24_026,miACS_24_026
MIACS_03_A,miacs_24_027,"Employed Civilian Population 16+ - % Farming, Fishing, & Forestry",MIACS_24_027,miACS_24_027
MIACS_03_A,miacs_24_028,Employed Civilian Population 16+ - % Construction & Extraction,MIACS_24_028,miACS_24_028
MIACS_03_A,miacs_24_029,"Employed Civilian Population 16+ - % Installation, Maintenance, & Repair",MIACS_24_029,miACS_24_029
MIACS_03_A,miacs_24_030,Employed Civilian Population 16+ - % Production,MIACS_24_030,miACS_24_030
MIACS_03_A,miacs_24_031,Employed Civilian Population 16+ - % Transportation & Materials Moving,MIACS_24_031,miACS_24_031
MIACS_03_A,miacs_24_032,Employed Civilian Population 16+ - % Private Company Employee,MIACS_24_032,miACS_24_032
MIACS_03_A,miacs_24_033,Employed Civilian Population 16+ - % Self Employed,MIACS_24_033,miACS_24_033
MIACS_03_A,miacs_24_034,Employed Civilian Population 16+ - % Private Non-Profit Wage Or Salaried Worker,MIACS_24_034,miACS_24_034
MIACS_03_A,miacs_24_035,Employed Civilian Population 16+ - % Local Government Employee,MIACS_24_035,miACS_24_035
MIACS_03_A,miacs_24_036,Employed Civilian Population 16+ - % State Government Employee,MIACS_24_036,miACS_24_036
MIACS_03_A,miacs_24_037,Employed Civilian Population 16+ - % Federal Government Employee,MIACS_24_037,miACS_24_037
MIACS_03_A,miacs_24_038,Employed Civilian Population 16+ - % Unpaid Family Workers,MIACS_24_038,miACS_24_038
MIACS_03_A,miacs_25_002,Occupied Housing Units - Median Length of Residence,MIACS_25_002,miACS_25_002
MIACS_03_A,miacs_25_003,Housing Units - % Vacant,MIACS_25_003,miACS_25_003
MIACS_03_A,miacs_25_004,Vacant Housing Units - % Seasonal/Recreational,MIACS_25_004,miACS_25_004
MIACS_03_A,miacs_25_007,Housing Units - Average Number Of Rooms,MIACS_25_007,miACS_25_007
MIACS_03_A,miacs_25_008,Housing Units - Median Number of Rooms,MIACS_25_008,miACS_25_008
MIACS_03_A,miacs_25_009,Housing Units - Average Persons Per Room,MIACS_25_009,miACS_25_009
MIACS_03_A,miacs_25_010,Housing Units - Median Number of Persons,MIACS_25_010,miACS_25_010
MIACS_03_A,miacs_25_011,Housing Units - % 1 Room,MIACS_25_011,miACS_25_011
MIACS_03_A,miacs_25_012,Housing Units - % 2 Rooms,MIACS_25_012,miACS_25_012
MIACS_03_A,miacs_25_013,Housing Units - % 1-2 Rooms,MIACS_25_013,miACS_25_013
MIACS_03_A,miacs_25_014,Housing Units - % 3 Rooms,MIACS_25_014,miACS_25_014
MIACS_03_A,miacs_25_015,Housing Units - % 4 Rooms,MIACS_25_015,miACS_25_015
MIACS_03_A,miacs_25_016,Housing Units - % 5 Rooms,MIACS_25_016,miACS_25_016
MIACS_03_A,miacs_25_017,Housing Units - % 6 Rooms,MIACS_25_017,miACS_25_017
MIACS_03_A,miacs_25_018,Housing Units - % 6+ Rooms,MIACS_25_018,miACS_25_018
MIACS_03_A,miacs_25_019,Housing Units - % 7 Rooms,MIACS_25_019,miACS_25_019
MIACS_03_A,miacs_25_020,Housing Units - % 8 Rooms,MIACS_25_020,miACS_25_020
MIACS_03_A,miacs_25_021,Housing Units - % 9+ Rooms,MIACS_25_021,miACS_25_021
MIACS_03_A,miacs_25_022,Housing Units - % Detached Single-unit,MIACS_25_022,miACS_25_022
MIACS_03_A,miacs_25_023,Housing Units - % Attached Single-unit,MIACS_25_023,miACS_25_023
MIACS_03_A,miacs_25_024,Housing Units - % Single-unit,MIACS_25_024,miACS_25_024
MIACS_03_A,miacs_25_025,Housing Units - % Duplexes,MIACS_25_025,miACS_25_025
MIACS_03_A,miacs_25_026,Housing Units - % 2-4 Units,MIACS_25_026,miACS_25_026
MIACS_03_A,miacs_25_027,Housing Units - % 2+ Units,MIACS_25_027,miACS_25_027
MIACS_03_A,miacs_25_028,Housing Units - % 3+ Units,MIACS_25_028,miACS_25_028
MIACS_03_A,miacs_25_029,Housing Units - % 5+ Units,MIACS_25_029,miACS_25_029
MIACS_03_A,miacs_25_030,Housing Units - % 2-9 Units,MIACS_25_030,miACS_25_030
MIACS_03_A,miacs_25_031,Housing Units - % 10+ Units,MIACS_25_031,miACS_25_031
MIACS_03_A,miacs_25_032,Housing Units - % Mobile Homes,MIACS_25_032,miACS_25_032
MIACS_03_A,miacs_25_033,"Housing Units - % Boats, RVs, or Vans",MIACS_25_033,miACS_25_033
MIACS_03_A,miacs_25_034,Renter-occupied Housing Units - % Single-unit,MIACS_25_034,miACS_25_034
MIACS_03_A,miacs_25_035,Renter-occupied Housing Units - % 2-4 Units,MIACS_25_035,miACS_25_035
MIACS_03_A,miacs_25_036,Renter-occupied Housing Units - % 5+ Units,MIACS_25_036,miACS_25_036
MIACS_03_A,miacs_25_037,"Renter-occupied Housing Units - % Mobile Homes, Boats, RVs, or Vans",MIACS_25_037,miACS_25_037
MIACS_03_A,miacs_25_038,Housing Units - Median Year Built,MIACS_25_038,miACS_25_038
MIACS_03_A,miacs_25_040,Occupied Housing Units - Median Year Built,MIACS_25_040,miACS_25_040
MIACS_03_A,miacs_25_041,Occupied Housing Units - Median Age (Years),MIACS_25_041,miACS_25_041
MIACS_03_A,miacs_25_042,Owner-occupied Housing Units - Median Year Built,MIACS_25_042,miACS_25_042
MIACS_03_A,miacs_25_043,Renter-occupied Housing Units - Median Year Built,MIACS_25_043,miACS_25_043
MIACS_03_A,miacs_25_044,Owner-occupied Housing Units - % 2015 or later,MIACS_25_044,miACS_25_044
MIACS_03_A,miacs_25_045,Owner-occupied Housing Units - % 2010-2014,MIACS_25_045,miACS_25_045
MIACS_03_A,miacs_25_046,Owner-occupied Housing Units - % 2010 or later,MIACS_25_046,miACS_25_046
MIACS_03_A,miacs_25_047,Owner-occupied Housing Units - % 2000-2009,MIACS_25_047,miACS_25_047
MIACS_03_A,miacs_25_048,Owner-occupied Housing Units - % 2005 or later,MIACS_25_048,miACS_25_048
MIACS_03_A,miacs_25_049,Owner-occupied Housing Units - % 2000-2004,MIACS_25_049,miACS_25_049
MIACS_03_A,miacs_25_050,Owner-occupied Housing Units - % Since 2000,MIACS_25_050,miACS_25_050
MIACS_03_A,miacs_25_051,Owner-occupied Housing Units - % 1990-1999,MIACS_25_051,miACS_25_051
MIACS_03_A,miacs_25_052,Owner-occupied Housing Units - % Since 1990,MIACS_25_052,miACS_25_052
MIACS_03_A,miacs_25_053,Owner-occupied Housing Units - % 1980-1989,MIACS_25_053,miACS_25_053
MIACS_03_A,miacs_25_054,Owner-occupied Housing Units - % Since 1980,MIACS_25_054,miACS_25_054
MIACS_03_A,miacs_25_055,Owner-occupied Housing Units - % 1970-1979,MIACS_25_055,miACS_25_055
MIACS_03_A,miacs_25_056,Owner-occupied Housing Units - % Since 1970,MIACS_25_056,miACS_25_056
MIACS_03_A,miacs_25_057,Owner-occupied Housing Units - % 1960-1969,MIACS_25_057,miACS_25_057
MIACS_03_A,miacs_25_058,Owner-occupied Housing Units - % 1950-1959,MIACS_25_058,miACS_25_058
MIACS_03_A,miacs_25_059,Owner-occupied Housing Units - % 1940-1949,MIACS_25_059,miACS_25_059
MIACS_03_A,miacs_25_060,Owner-occupied Housing Units - % 1939 or Earlier,MIACS_25_060,miACS_25_060
MIACS_03_A,miacs_25_061,Owner-occupied Housing Units - % Prior to 1970,MIACS_25_061,miACS_25_061
